Literal,Node_ID,Position,Feature
x910,31,"(3, 4)",I
x911,31,"(3, 4)",J
x912,31,"(3, 4)",K
x913,31,"(3, 4)",L
x914,31,"(3, 4)",M
x915,31,"(3, 4)",N
x916,31,"(3, 4)",P
x917,31,"(3, 4)",Q
x918,31,"(3, 4)",R
x919,31,"(3, 4)",S
x920,31,"(3, 4)",T
x921,31,"(3, 4)",U
x922,31,"(3, 4)",V
x923,31,"(3, 4)",W
x924,31,"(3, 4)",Y
x925,31,"(3, 4)",Z
x926,31,"(3, 4)",Connected
x927,31,"(3, 4)",Not Connected
x928,32,"(3, 5)",X
x929,32,"(3, 5)",O
x930,32,"(3, 5)", 
x931,32,"(3, 5)",A
x932,32,"(3, 5)",B
x933,32,"(3, 5)",C
x934,32,"(3, 5)",D
x935,32,"(3, 5)",E
x936,32,"(3, 5)",F
x937,32,"(3, 5)",G
x938,32,"(3, 5)",H
x939,32,"(3, 5)",I
x940,32,"(3, 5)",J
x941,32,"(3, 5)",K
x942,32,"(3, 5)",L
x943,32,"(3, 5)",M
x944,32,"(3, 5)",N
x945,32,"(3, 5)",P
x946,32,"(3, 5)",Q
x947,32,"(3, 5)",R
x948,32,"(3, 5)",S
x949,32,"(3, 5)",T
x950,32,"(3, 5)",U
x951,32,"(3, 5)",V
x952,32,"(3, 5)",W
x953,32,"(3, 5)",Y
x954,32,"(3, 5)",Z
x955,32,"(3, 5)",Connected
x956,32,"(3, 5)",Not Connected
x957,33,"(3, 6)",X
x958,33,"(3, 6)",O
x959,33,"(3, 6)", 
x960,33,"(3, 6)",A
x961,33,"(3, 6)",B
x962,33,"(3, 6)",C
x963,33,"(3, 6)",D
x964,33,"(3, 6)",E
x965,33,"(3, 6)",F
x966,33,"(3, 6)",G
x967,33,"(3, 6)",H
x968,33,"(3, 6)",I
x969,33,"(3, 6)",J
x970,33,"(3, 6)",K
x971,33,"(3, 6)",L
x972,33,"(3, 6)",M
x973,33,"(3, 6)",N
x974,33,"(3, 6)",P
x975,33,"(3, 6)",Q
x976,33,"(3, 6)",R
x977,33,"(3, 6)",S
x978,33,"(3, 6)",T
x979,33,"(3, 6)",U
x980,33,"(3, 6)",V
x981,33,"(3, 6)",W
x982,33,"(3, 6)",Y
x983,33,"(3, 6)",Z
x984,33,"(3, 6)",Connected
x985,33,"(3, 6)",Not Connected
x986,34,"(3, 7)",X
x987,34,"(3, 7)",O
x988,34,"(3, 7)", 
x989,34,"(3, 7)",A
x990,34,"(3, 7)",B
x991,34,"(3, 7)",C
x992,34,"(3, 7)",D
x993,34,"(3, 7)",E
x994,34,"(3, 7)",F
x995,34,"(3, 7)",G
x996,34,"(3, 7)",H
x997,34,"(3, 7)",I
x998,34,"(3, 7)",J
x999,34,"(3, 7)",K
x1000,34,"(3, 7)",L
x1001,34,"(3, 7)",M
x1002,34,"(3, 7)",N
x1003,34,"(3, 7)",P
x1004,34,"(3, 7)",Q
x1005,34,"(3, 7)",R
x1006,34,"(3, 7)",S
x1007,34,"(3, 7)",T
x1008,34,"(3, 7)",U
x1009,34,"(3, 7)",V
x1010,34,"(3, 7)",W
x1011,34,"(3, 7)",Y
x1012,34,"(3, 7)",Z
x1013,34,"(3, 7)",Connected
x1014,34,"(3, 7)",Not Connected
x1015,35,"(3, 8)",X
x1016,35,"(3, 8)",O
x1017,35,"(3, 8)", 
x1018,35,"(3, 8)",A
x1019,35,"(3, 8)",B
x1020,35,"(3, 8)",C
x1021,35,"(3, 8)",D
x1022,35,"(3, 8)",E
x1023,35,"(3, 8)",F
x1024,35,"(3, 8)",G
x1025,35,"(3, 8)",H
x1026,35,"(3, 8)",I
x1027,35,"(3, 8)",J
x1028,35,"(3, 8)",K
x1029,35,"(3, 8)",L
x1030,35,"(3, 8)",M
x1031,35,"(3, 8)",N
x1032,35,"(3, 8)",P
x1033,35,"(3, 8)",Q
x1034,35,"(3, 8)",R
x1035,35,"(3, 8)",S
x1036,35,"(3, 8)",T
x1037,35,"(3, 8)",U
x1038,35,"(3, 8)",V
x1039,35,"(3, 8)",W
x1040,35,"(3, 8)",Y
x1041,35,"(3, 8)",Z
x1042,35,"(3, 8)",Connected
x1043,35,"(3, 8)",Not Connected
x1044,36,"(4, 0)",X
x1045,36,"(4, 0)",O
x1046,36,"(4, 0)", 
x1047,36,"(4, 0)",A
x1048,36,"(4, 0)",B
x1049,36,"(4, 0)",C
x1050,36,"(4, 0)",D
x1051,36,"(4, 0)",E
x1052,36,"(4, 0)",F
x1053,36,"(4, 0)",G
x1054,36,"(4, 0)",H
x1055,36,"(4, 0)",I
x1056,36,"(4, 0)",J
x1057,36,"(4, 0)",K
x1058,36,"(4, 0)",L
x1059,36,"(4, 0)",M
x1060,36,"(4, 0)",N
x1061,36,"(4, 0)",P
x1062,36,"(4, 0)",Q
x1063,36,"(4, 0)",R
x1064,36,"(4, 0)",S
x1065,36,"(4, 0)",T
x1066,36,"(4, 0)",U
x1067,36,"(4, 0)",V
x1068,36,"(4, 0)",W
x1069,36,"(4, 0)",Y
x1070,36,"(4, 0)",Z
x1071,36,"(4, 0)",Connected
x1072,36,"(4, 0)",Not Connected
x1073,37,"(4, 1)",X
x1074,37,"(4, 1)",O
x1075,37,"(4, 1)", 
x1076,37,"(4, 1)",A
x1077,37,"(4, 1)",B
x1078,37,"(4, 1)",C
x1079,37,"(4, 1)",D
x1080,37,"(4, 1)",E
x1081,37,"(4, 1)",F
x1082,37,"(4, 1)",G
x1083,37,"(4, 1)",H
x1084,37,"(4, 1)",I
x1085,37,"(4, 1)",J
x1086,37,"(4, 1)",K
x1087,37,"(4, 1)",L
x1088,37,"(4, 1)",M
x1089,37,"(4, 1)",N
x1090,37,"(4, 1)",P
x1091,37,"(4, 1)",Q
x1092,37,"(4, 1)",R
x1093,37,"(4, 1)",S
x1094,37,"(4, 1)",T
x1095,37,"(4, 1)",U
x1096,37,"(4, 1)",V
x1097,37,"(4, 1)",W
x1098,37,"(4, 1)",Y
x1099,37,"(4, 1)",Z
x1100,37,"(4, 1)",Connected
x1101,37,"(4, 1)",Not Connected
x1102,38,"(4, 2)",X
x1103,38,"(4, 2)",O
x1104,38,"(4, 2)", 
x1105,38,"(4, 2)",A
x1106,38,"(4, 2)",B
x1107,38,"(4, 2)",C
x1108,38,"(4, 2)",D
x1109,38,"(4, 2)",E
x1110,38,"(4, 2)",F
x1111,38,"(4, 2)",G
x1112,38,"(4, 2)",H
x1113,38,"(4, 2)",I
x1114,38,"(4, 2)",J
x1115,38,"(4, 2)",K
x1116,38,"(4, 2)",L
x1117,38,"(4, 2)",M
x1118,38,"(4, 2)",N
x1119,38,"(4, 2)",P
x1120,38,"(4, 2)",Q
x1121,38,"(4, 2)",R
x1122,38,"(4, 2)",S
x1123,38,"(4, 2)",T
x1124,38,"(4, 2)",U
x1125,38,"(4, 2)",V
x1126,38,"(4, 2)",W
x1127,38,"(4, 2)",Y
x1128,38,"(4, 2)",Z
x1129,38,"(4, 2)",Connected
x1130,38,"(4, 2)",Not Connected
x1131,39,"(4, 3)",X
x1132,39,"(4, 3)",O
x1133,39,"(4, 3)", 
x1134,39,"(4, 3)",A
x1135,39,"(4, 3)",B
x1136,39,"(4, 3)",C
x1137,39,"(4, 3)",D
x1138,39,"(4, 3)",E
x1139,39,"(4, 3)",F
x1140,39,"(4, 3)",G
x1141,39,"(4, 3)",H
x1142,39,"(4, 3)",I
x1143,39,"(4, 3)",J
x1144,39,"(4, 3)",K
x1145,39,"(4, 3)",L
x1146,39,"(4, 3)",M
x1147,39,"(4, 3)",N
x1148,39,"(4, 3)",P
x1149,39,"(4, 3)",Q
x1150,39,"(4, 3)",R
x1151,39,"(4, 3)",S
x1152,39,"(4, 3)",T
x1153,39,"(4, 3)",U
x1154,39,"(4, 3)",V
x1155,39,"(4, 3)",W
x1156,39,"(4, 3)",Y
x1157,39,"(4, 3)",Z
x1158,39,"(4, 3)",Connected
x1159,39,"(4, 3)",Not Connected
x1160,40,"(4, 4)",X
x1161,40,"(4, 4)",O
x1162,40,"(4, 4)", 
x1163,40,"(4, 4)",A
x1164,40,"(4, 4)",B
x1165,40,"(4, 4)",C
x1166,40,"(4, 4)",D
x1167,40,"(4, 4)",E
x1168,40,"(4, 4)",F
x1169,40,"(4, 4)",G
x1170,40,"(4, 4)",H
x1171,40,"(4, 4)",I
x1172,40,"(4, 4)",J
x1173,40,"(4, 4)",K
x1174,40,"(4, 4)",L
x1175,40,"(4, 4)",M
x1176,40,"(4, 4)",N
x1177,40,"(4, 4)",P
x1178,40,"(4, 4)",Q
x1179,40,"(4, 4)",R
x1180,40,"(4, 4)",S
x1181,40,"(4, 4)",T
x1182,40,"(4, 4)",U
x1183,40,"(4, 4)",V
x1184,40,"(4, 4)",W
x1185,40,"(4, 4)",Y
x1186,40,"(4, 4)",Z
x1187,40,"(4, 4)",Connected
x1188,40,"(4, 4)",Not Connected
x1189,41,"(4, 5)",X
x1190,41,"(4, 5)",O
x1191,41,"(4, 5)", 
x1192,41,"(4, 5)",A
x1193,41,"(4, 5)",B
x1194,41,"(4, 5)",C
x1195,41,"(4, 5)",D
x1196,41,"(4, 5)",E
x1197,41,"(4, 5)",F
x1198,41,"(4, 5)",G
x1199,41,"(4, 5)",H
x1200,41,"(4, 5)",I
x1201,41,"(4, 5)",J
x1202,41,"(4, 5)",K
x1203,41,"(4, 5)",L
x1204,41,"(4, 5)",M
x1205,41,"(4, 5)",N
x1206,41,"(4, 5)",P
x1207,41,"(4, 5)",Q
x1208,41,"(4, 5)",R
x1209,41,"(4, 5)",S
x1210,41,"(4, 5)",T
x1211,41,"(4, 5)",U
x1212,41,"(4, 5)",V
x1213,41,"(4, 5)",W
x1214,41,"(4, 5)",Y
x1215,41,"(4, 5)",Z
x1216,41,"(4, 5)",Connected
x1217,41,"(4, 5)",Not Connected
x1218,42,"(4, 6)",X
x1219,42,"(4, 6)",O
x1220,42,"(4, 6)", 
x1221,42,"(4, 6)",A
x1222,42,"(4, 6)",B
x1223,42,"(4, 6)",C
x1224,42,"(4, 6)",D
x1225,42,"(4, 6)",E
x1226,42,"(4, 6)",F
x1227,42,"(4, 6)",G
x1228,42,"(4, 6)",H
x1229,42,"(4, 6)",I
x1230,42,"(4, 6)",J
x1231,42,"(4, 6)",K
x1232,42,"(4, 6)",L
x1233,42,"(4, 6)",M
x1234,42,"(4, 6)",N
x1235,42,"(4, 6)",P
x1236,42,"(4, 6)",Q
x1237,42,"(4, 6)",R
x1238,42,"(4, 6)",S
x1239,42,"(4, 6)",T
x1240,42,"(4, 6)",U
x1241,42,"(4, 6)",V
x1242,42,"(4, 6)",W
x1243,42,"(4, 6)",Y
x1244,42,"(4, 6)",Z
x1245,42,"(4, 6)",Connected
x1246,42,"(4, 6)",Not Connected
x1247,43,"(4, 7)",X
x1248,43,"(4, 7)",O
x1249,43,"(4, 7)", 
x1250,43,"(4, 7)",A
x1251,43,"(4, 7)",B
x1252,43,"(4, 7)",C
x1253,43,"(4, 7)",D
x1254,43,"(4, 7)",E
x1255,43,"(4, 7)",F
x1256,43,"(4, 7)",G
x1257,43,"(4, 7)",H
x1258,43,"(4, 7)",I
x1259,43,"(4, 7)",J
x1260,43,"(4, 7)",K
x1261,43,"(4, 7)",L
x1262,43,"(4, 7)",M
x1263,43,"(4, 7)",N
x1264,43,"(4, 7)",P
x1265,43,"(4, 7)",Q
x1266,43,"(4, 7)",R
x1267,43,"(4, 7)",S
x1268,43,"(4, 7)",T
x1269,43,"(4, 7)",U
x1270,43,"(4, 7)",V
x1271,43,"(4, 7)",W
x1272,43,"(4, 7)",Y
x1273,43,"(4, 7)",Z
x1274,43,"(4, 7)",Connected
x1275,43,"(4, 7)",Not Connected
x1276,44,"(4, 8)",X
x1277,44,"(4, 8)",O
x1278,44,"(4, 8)", 
x1279,44,"(4, 8)",A
x1280,44,"(4, 8)",B
x1281,44,"(4, 8)",C
x1282,44,"(4, 8)",D
x1283,44,"(4, 8)",E
x1284,44,"(4, 8)",F
x1285,44,"(4, 8)",G
x1286,44,"(4, 8)",H
x1287,44,"(4, 8)",I
x1288,44,"(4, 8)",J
x1289,44,"(4, 8)",K
x1290,44,"(4, 8)",L
x1291,44,"(4, 8)",M
x1292,44,"(4, 8)",N
x1293,44,"(4, 8)",P
x1294,44,"(4, 8)",Q
x1295,44,"(4, 8)",R
x1296,44,"(4, 8)",S
x1297,44,"(4, 8)",T
x1298,44,"(4, 8)",U
x1299,44,"(4, 8)",V
x1300,44,"(4, 8)",W
x1301,44,"(4, 8)",Y
x1302,44,"(4, 8)",Z
x1303,44,"(4, 8)",Connected
x1304,44,"(4, 8)",Not Connected
x1305,45,"(5, 0)",X
x1306,45,"(5, 0)",O
x1307,45,"(5, 0)", 
x1308,45,"(5, 0)",A
x1309,45,"(5, 0)",B
x1310,45,"(5, 0)",C
x1311,45,"(5, 0)",D
x1312,45,"(5, 0)",E
x1313,45,"(5, 0)",F
x1314,45,"(5, 0)",G
x1315,45,"(5, 0)",H
x1316,45,"(5, 0)",I
x1317,45,"(5, 0)",J
x1318,45,"(5, 0)",K
x1319,45,"(5, 0)",L
x1320,45,"(5, 0)",M
x1321,45,"(5, 0)",N
x1322,45,"(5, 0)",P
x1323,45,"(5, 0)",Q
x1324,45,"(5, 0)",R
x1325,45,"(5, 0)",S
x1326,45,"(5, 0)",T
x1327,45,"(5, 0)",U
x1328,45,"(5, 0)",V
x1329,45,"(5, 0)",W
x1330,45,"(5, 0)",Y
x1331,45,"(5, 0)",Z
x1332,45,"(5, 0)",Connected
x1333,45,"(5, 0)",Not Connected
x1334,46,"(5, 1)",X
x1335,46,"(5, 1)",O
x1336,46,"(5, 1)", 
x1337,46,"(5, 1)",A
x1338,46,"(5, 1)",B
x1339,46,"(5, 1)",C
x1340,46,"(5, 1)",D
x1341,46,"(5, 1)",E
x1342,46,"(5, 1)",F
x1343,46,"(5, 1)",G
x1344,46,"(5, 1)",H
x1345,46,"(5, 1)",I
x1346,46,"(5, 1)",J
x1347,46,"(5, 1)",K
x1348,46,"(5, 1)",L
x1349,46,"(5, 1)",M
x1350,46,"(5, 1)",N
x1351,46,"(5, 1)",P
x1352,46,"(5, 1)",Q
x1353,46,"(5, 1)",R
x1354,46,"(5, 1)",S
x1355,46,"(5, 1)",T
x1356,46,"(5, 1)",U
x1357,46,"(5, 1)",V
x1358,46,"(5, 1)",W
x1359,46,"(5, 1)",Y
x1360,46,"(5, 1)",Z
x1361,46,"(5, 1)",Connected
x1362,46,"(5, 1)",Not Connected
x1363,47,"(5, 2)",X
x1364,47,"(5, 2)",O
x1365,47,"(5, 2)", 
x1366,47,"(5, 2)",A
x1367,47,"(5, 2)",B
x1368,47,"(5, 2)",C
x1369,47,"(5, 2)",D
x1370,47,"(5, 2)",E
x1371,47,"(5, 2)",F
x1372,47,"(5, 2)",G
x1373,47,"(5, 2)",H
x1374,47,"(5, 2)",I
x1375,47,"(5, 2)",J
x1376,47,"(5, 2)",K
x1377,47,"(5, 2)",L
x1378,47,"(5, 2)",M
x1379,47,"(5, 2)",N
x1380,47,"(5, 2)",P
x1381,47,"(5, 2)",Q
x1382,47,"(5, 2)",R
x1383,47,"(5, 2)",S
x1384,47,"(5, 2)",T
x1385,47,"(5, 2)",U
x1386,47,"(5, 2)",V
x1387,47,"(5, 2)",W
x1388,47,"(5, 2)",Y
x1389,47,"(5, 2)",Z
x1390,47,"(5, 2)",Connected
x1391,47,"(5, 2)",Not Connected
x1392,48,"(5, 3)",X
x1393,48,"(5, 3)",O
x1394,48,"(5, 3)", 
x1395,48,"(5, 3)",A
x1396,48,"(5, 3)",B
x1397,48,"(5, 3)",C
x1398,48,"(5, 3)",D
x1399,48,"(5, 3)",E
x1400,48,"(5, 3)",F
x1401,48,"(5, 3)",G
x1402,48,"(5, 3)",H
x1403,48,"(5, 3)",I
x1404,48,"(5, 3)",J
x1405,48,"(5, 3)",K
x1406,48,"(5, 3)",L
x1407,48,"(5, 3)",M
x1408,48,"(5, 3)",N
x1409,48,"(5, 3)",P
x1410,48,"(5, 3)",Q
x1411,48,"(5, 3)",R
x1412,48,"(5, 3)",S
x1413,48,"(5, 3)",T
x1414,48,"(5, 3)",U
x1415,48,"(5, 3)",V
x1416,48,"(5, 3)",W
x1417,48,"(5, 3)",Y
x1418,48,"(5, 3)",Z
x1419,48,"(5, 3)",Connected
x1420,48,"(5, 3)",Not Connected
x1421,49,"(5, 4)",X
x1422,49,"(5, 4)",O
x1423,49,"(5, 4)", 
x1424,49,"(5, 4)",A
x1425,49,"(5, 4)",B
x1426,49,"(5, 4)",C
x1427,49,"(5, 4)",D
x1428,49,"(5, 4)",E
x1429,49,"(5, 4)",F
x1430,49,"(5, 4)",G
x1431,49,"(5, 4)",H
x1432,49,"(5, 4)",I
x1433,49,"(5, 4)",J
x1434,49,"(5, 4)",K
x1435,49,"(5, 4)",L
x1436,49,"(5, 4)",M
x1437,49,"(5, 4)",N
x1438,49,"(5, 4)",P
x1439,49,"(5, 4)",Q
x1440,49,"(5, 4)",R
x1441,49,"(5, 4)",S
x1442,49,"(5, 4)",T
x1443,49,"(5, 4)",U
x1444,49,"(5, 4)",V
x1445,49,"(5, 4)",W
x1446,49,"(5, 4)",Y
x1447,49,"(5, 4)",Z
x1448,49,"(5, 4)",Connected
x1449,49,"(5, 4)",Not Connected
x1450,50,"(5, 5)",X
x1451,50,"(5, 5)",O
x1452,50,"(5, 5)", 
x1453,50,"(5, 5)",A
x1454,50,"(5, 5)",B
x1455,50,"(5, 5)",C
x1456,50,"(5, 5)",D
x1457,50,"(5, 5)",E
x1458,50,"(5, 5)",F
x1459,50,"(5, 5)",G
x1460,50,"(5, 5)",H
x1461,50,"(5, 5)",I
x1462,50,"(5, 5)",J
x1463,50,"(5, 5)",K
x1464,50,"(5, 5)",L
x1465,50,"(5, 5)",M
x1466,50,"(5, 5)",N
x1467,50,"(5, 5)",P
x1468,50,"(5, 5)",Q
x1469,50,"(5, 5)",R
x1470,50,"(5, 5)",S
x1471,50,"(5, 5)",T
x1472,50,"(5, 5)",U
x1473,50,"(5, 5)",V
x1474,50,"(5, 5)",W
x1475,50,"(5, 5)",Y
x1476,50,"(5, 5)",Z
x1477,50,"(5, 5)",Connected
x1478,50,"(5, 5)",Not Connected
x1479,51,"(5, 6)",X
x1480,51,"(5, 6)",O
x1481,51,"(5, 6)", 
x1482,51,"(5, 6)",A
x1483,51,"(5, 6)",B
x1484,51,"(5, 6)",C
x1485,51,"(5, 6)",D
x1486,51,"(5, 6)",E
x1487,51,"(5, 6)",F
x1488,51,"(5, 6)",G
x1489,51,"(5, 6)",H
x1490,51,"(5, 6)",I
x1491,51,"(5, 6)",J
x1492,51,"(5, 6)",K
x1493,51,"(5, 6)",L
x1494,51,"(5, 6)",M
x1495,51,"(5, 6)",N
x1496,51,"(5, 6)",P
x1497,51,"(5, 6)",Q
x1498,51,"(5, 6)",R
x1499,51,"(5, 6)",S
x1500,51,"(5, 6)",T
x1501,51,"(5, 6)",U
x1502,51,"(5, 6)",V
x1503,51,"(5, 6)",W
x1504,51,"(5, 6)",Y
x1505,51,"(5, 6)",Z
x1506,51,"(5, 6)",Connected
x1507,51,"(5, 6)",Not Connected
x1508,52,"(5, 7)",X
x1509,52,"(5, 7)",O
x1510,52,"(5, 7)", 
x1511,52,"(5, 7)",A
x1512,52,"(5, 7)",B
x1513,52,"(5, 7)",C
x1514,52,"(5, 7)",D
x1515,52,"(5, 7)",E
x1516,52,"(5, 7)",F
x1517,52,"(5, 7)",G
x1518,52,"(5, 7)",H
x1519,52,"(5, 7)",I
x1520,52,"(5, 7)",J
x1521,52,"(5, 7)",K
x1522,52,"(5, 7)",L
x1523,52,"(5, 7)",M
x1524,52,"(5, 7)",N
x1525,52,"(5, 7)",P
x1526,52,"(5, 7)",Q
x1527,52,"(5, 7)",R
x1528,52,"(5, 7)",S
x1529,52,"(5, 7)",T
x1530,52,"(5, 7)",U
x1531,52,"(5, 7)",V
x1532,52,"(5, 7)",W
x1533,52,"(5, 7)",Y
x1534,52,"(5, 7)",Z
x1535,52,"(5, 7)",Connected
x1536,52,"(5, 7)",Not Connected
x1537,53,"(5, 8)",X
x1538,53,"(5, 8)",O
x1539,53,"(5, 8)", 
x1540,53,"(5, 8)",A
x1541,53,"(5, 8)",B
x1542,53,"(5, 8)",C
x1543,53,"(5, 8)",D
x1544,53,"(5, 8)",E
x1545,53,"(5, 8)",F
x1546,53,"(5, 8)",G
x1547,53,"(5, 8)",H
x1548,53,"(5, 8)",I
x1549,53,"(5, 8)",J
x1550,53,"(5, 8)",K
x1551,53,"(5, 8)",L
x1552,53,"(5, 8)",M
x1553,53,"(5, 8)",N
x1554,53,"(5, 8)",P
x1555,53,"(5, 8)",Q
x1556,53,"(5, 8)",R
x1557,53,"(5, 8)",S
x1558,53,"(5, 8)",T
x1559,53,"(5, 8)",U
x1560,53,"(5, 8)",V
x1561,53,"(5, 8)",W
x1562,53,"(5, 8)",Y
x1563,53,"(5, 8)",Z
x1564,53,"(5, 8)",Connected
x1565,53,"(5, 8)",Not Connected
x1566,54,"(6, 0)",X
x1567,54,"(6, 0)",O
x1568,54,"(6, 0)", 
x1569,54,"(6, 0)",A
x1570,54,"(6, 0)",B
x1571,54,"(6, 0)",C
x1572,54,"(6, 0)",D
x1573,54,"(6, 0)",E
x1574,54,"(6, 0)",F
x1575,54,"(6, 0)",G
x1576,54,"(6, 0)",H
x1577,54,"(6, 0)",I
x1578,54,"(6, 0)",J
x1579,54,"(6, 0)",K
x1580,54,"(6, 0)",L
x1581,54,"(6, 0)",M
x1582,54,"(6, 0)",N
x1583,54,"(6, 0)",P
x1584,54,"(6, 0)",Q
x1585,54,"(6, 0)",R
x1586,54,"(6, 0)",S
x1587,54,"(6, 0)",T
x1588,54,"(6, 0)",U
x1589,54,"(6, 0)",V
x1590,54,"(6, 0)",W
x1591,54,"(6, 0)",Y
x1592,54,"(6, 0)",Z
x1593,54,"(6, 0)",Connected
x1594,54,"(6, 0)",Not Connected
x1595,55,"(6, 1)",X
x1596,55,"(6, 1)",O
x1597,55,"(6, 1)", 
x1598,55,"(6, 1)",A
x1599,55,"(6, 1)",B
x1600,55,"(6, 1)",C
x1601,55,"(6, 1)",D
x1602,55,"(6, 1)",E
x1603,55,"(6, 1)",F
x1604,55,"(6, 1)",G
x1605,55,"(6, 1)",H
x1606,55,"(6, 1)",I
x1607,55,"(6, 1)",J
x1608,55,"(6, 1)",K
x1609,55,"(6, 1)",L
x1610,55,"(6, 1)",M
x1611,55,"(6, 1)",N
x1612,55,"(6, 1)",P
x1613,55,"(6, 1)",Q
x1614,55,"(6, 1)",R
x1615,55,"(6, 1)",S
x1616,55,"(6, 1)",T
x1617,55,"(6, 1)",U
x1618,55,"(6, 1)",V
x1619,55,"(6, 1)",W
x1620,55,"(6, 1)",Y
x1621,55,"(6, 1)",Z
x1622,55,"(6, 1)",Connected
x1623,55,"(6, 1)",Not Connected
x1624,56,"(6, 2)",X
x1625,56,"(6, 2)",O
x1626,56,"(6, 2)", 
x1627,56,"(6, 2)",A
x1628,56,"(6, 2)",B
x1629,56,"(6, 2)",C
x1630,56,"(6, 2)",D
x1631,56,"(6, 2)",E
x1632,56,"(6, 2)",F
x1633,56,"(6, 2)",G
x1634,56,"(6, 2)",H
x1635,56,"(6, 2)",I
x1636,56,"(6, 2)",J
x1637,56,"(6, 2)",K
x1638,56,"(6, 2)",L
x1639,56,"(6, 2)",M
x1640,56,"(6, 2)",N
x1641,56,"(6, 2)",P
x1642,56,"(6, 2)",Q
x1643,56,"(6, 2)",R
x1644,56,"(6, 2)",S
x1645,56,"(6, 2)",T
x1646,56,"(6, 2)",U
x1647,56,"(6, 2)",V
x1648,56,"(6, 2)",W
x1649,56,"(6, 2)",Y
x1650,56,"(6, 2)",Z
x1651,56,"(6, 2)",Connected
x1652,56,"(6, 2)",Not Connected
x1653,57,"(6, 3)",X
x1654,57,"(6, 3)",O
x1655,57,"(6, 3)", 
x1656,57,"(6, 3)",A
x1657,57,"(6, 3)",B
x1658,57,"(6, 3)",C
x1659,57,"(6, 3)",D
x1660,57,"(6, 3)",E
x1661,57,"(6, 3)",F
x1662,57,"(6, 3)",G
x1663,57,"(6, 3)",H
x1664,57,"(6, 3)",I
x1665,57,"(6, 3)",J
x1666,57,"(6, 3)",K
x1667,57,"(6, 3)",L
x1668,57,"(6, 3)",M
x1669,57,"(6, 3)",N
x1670,57,"(6, 3)",P
x1671,57,"(6, 3)",Q
x1672,57,"(6, 3)",R
x1673,57,"(6, 3)",S
x1674,57,"(6, 3)",T
x1675,57,"(6, 3)",U
x1676,57,"(6, 3)",V
x1677,57,"(6, 3)",W
x1678,57,"(6, 3)",Y
x1679,57,"(6, 3)",Z
x1680,57,"(6, 3)",Connected
x1681,57,"(6, 3)",Not Connected
x1682,58,"(6, 4)",X
x1683,58,"(6, 4)",O
x1684,58,"(6, 4)", 
x1685,58,"(6, 4)",A
x1686,58,"(6, 4)",B
x1687,58,"(6, 4)",C
x1688,58,"(6, 4)",D
x1689,58,"(6, 4)",E
x1690,58,"(6, 4)",F
x1691,58,"(6, 4)",G
x1692,58,"(6, 4)",H
x1693,58,"(6, 4)",I
x1694,58,"(6, 4)",J
x1695,58,"(6, 4)",K
x1696,58,"(6, 4)",L
x1697,58,"(6, 4)",M
x1698,58,"(6, 4)",N
x1699,58,"(6, 4)",P
x1700,58,"(6, 4)",Q
x1701,58,"(6, 4)",R
x1702,58,"(6, 4)",S
x1703,58,"(6, 4)",T
x1704,58,"(6, 4)",U
x1705,58,"(6, 4)",V
x1706,58,"(6, 4)",W
x1707,58,"(6, 4)",Y
x1708,58,"(6, 4)",Z
x1709,58,"(6, 4)",Connected
x1710,58,"(6, 4)",Not Connected
x1711,59,"(6, 5)",X
x1712,59,"(6, 5)",O
x1713,59,"(6, 5)", 
x1714,59,"(6, 5)",A
x1715,59,"(6, 5)",B
x1716,59,"(6, 5)",C
x1717,59,"(6, 5)",D
x1718,59,"(6, 5)",E
x1719,59,"(6, 5)",F
x1720,59,"(6, 5)",G
x1721,59,"(6, 5)",H
x1722,59,"(6, 5)",I
x1723,59,"(6, 5)",J
x1724,59,"(6, 5)",K
x1725,59,"(6, 5)",L
x1726,59,"(6, 5)",M
x1727,59,"(6, 5)",N
x1728,59,"(6, 5)",P
x1729,59,"(6, 5)",Q
x1730,59,"(6, 5)",R
x1731,59,"(6, 5)",S
x1732,59,"(6, 5)",T
x1733,59,"(6, 5)",U
x1734,59,"(6, 5)",V
x1735,59,"(6, 5)",W
x1736,59,"(6, 5)",Y
x1737,59,"(6, 5)",Z
x1738,59,"(6, 5)",Connected
x1739,59,"(6, 5)",Not Connected
x1740,60,"(6, 6)",X
x1741,60,"(6, 6)",O
x1742,60,"(6, 6)", 
x1743,60,"(6, 6)",A
x1744,60,"(6, 6)",B
x1745,60,"(6, 6)",C
x1746,60,"(6, 6)",D
x1747,60,"(6, 6)",E
x1748,60,"(6, 6)",F
x1749,60,"(6, 6)",G
x1750,60,"(6, 6)",H
x1751,60,"(6, 6)",I
x1752,60,"(6, 6)",J
x1753,60,"(6, 6)",K
x1754,60,"(6, 6)",L
x1755,60,"(6, 6)",M
x1756,60,"(6, 6)",N
x1757,60,"(6, 6)",P
x1758,60,"(6, 6)",Q
x1759,60,"(6, 6)",R
x1760,60,"(6, 6)",S
x1761,60,"(6, 6)",T
x1762,60,"(6, 6)",U
x1763,60,"(6, 6)",V
x1764,60,"(6, 6)",W
x1765,60,"(6, 6)",Y
x1766,60,"(6, 6)",Z
x1767,60,"(6, 6)",Connected
x1768,60,"(6, 6)",Not Connected
x1769,61,"(6, 7)",X
x1770,61,"(6, 7)",O
x1771,61,"(6, 7)", 
