Literal,Node_ID,Position,Feature
x249,8,"(0, 8)",P
x250,8,"(0, 8)",Q
x251,8,"(0, 8)",R
x252,8,"(0, 8)",S
x253,8,"(0, 8)",T
x254,8,"(0, 8)",U
x255,8,"(0, 8)",V
x256,8,"(0, 8)",W
x257,8,"(0, 8)",Y
x258,8,"(0, 8)",Z
x259,8,"(0, 8)",Connected
x260,8,"(0, 8)",Not Connected
x261,9,"(0, 9)",X
x262,9,"(0, 9)",O
x263,9,"(0, 9)", 
x264,9,"(0, 9)",A
x265,9,"(0, 9)",B
x266,9,"(0, 9)",C
x267,9,"(0, 9)",D
x268,9,"(0, 9)",E
x269,9,"(0, 9)",F
x270,9,"(0, 9)",G
x271,9,"(0, 9)",H
x272,9,"(0, 9)",I
x273,9,"(0, 9)",J
x274,9,"(0, 9)",K
x275,9,"(0, 9)",L
x276,9,"(0, 9)",M
x277,9,"(0, 9)",N
x278,9,"(0, 9)",P
x279,9,"(0, 9)",Q
x280,9,"(0, 9)",R
x281,9,"(0, 9)",S
x282,9,"(0, 9)",T
x283,9,"(0, 9)",U
x284,9,"(0, 9)",V
x285,9,"(0, 9)",W
x286,9,"(0, 9)",Y
x287,9,"(0, 9)",Z
x288,9,"(0, 9)",Connected
x289,9,"(0, 9)",Not Connected
x290,10,"(0, 10)",X
x291,10,"(0, 10)",O
x292,10,"(0, 10)", 
x293,10,"(0, 10)",A
x294,10,"(0, 10)",B
x295,10,"(0, 10)",C
x296,10,"(0, 10)",D
x297,10,"(0, 10)",E
x298,10,"(0, 10)",F
x299,10,"(0, 10)",G
x300,10,"(0, 10)",H
x301,10,"(0, 10)",I
x302,10,"(0, 10)",J
x303,10,"(0, 10)",K
x304,10,"(0, 10)",L
x305,10,"(0, 10)",M
x306,10,"(0, 10)",N
x307,10,"(0, 10)",P
x308,10,"(0, 10)",Q
x309,10,"(0, 10)",R
x310,10,"(0, 10)",S
x311,10,"(0, 10)",T
x312,10,"(0, 10)",U
x313,10,"(0, 10)",V
x314,10,"(0, 10)",W
x315,10,"(0, 10)",Y
x316,10,"(0, 10)",Z
x317,10,"(0, 10)",Connected
x318,10,"(0, 10)",Not Connected
x319,11,"(1, 0)",X
x320,11,"(1, 0)",O
x321,11,"(1, 0)", 
x322,11,"(1, 0)",A
x323,11,"(1, 0)",B
x324,11,"(1, 0)",C
x325,11,"(1, 0)",D
x326,11,"(1, 0)",E
x327,11,"(1, 0)",F
x328,11,"(1, 0)",G
x329,11,"(1, 0)",H
x330,11,"(1, 0)",I
x331,11,"(1, 0)",J
x332,11,"(1, 0)",K
x333,11,"(1, 0)",L
x334,11,"(1, 0)",M
x335,11,"(1, 0)",N
x336,11,"(1, 0)",P
x337,11,"(1, 0)",Q
x338,11,"(1, 0)",R
x339,11,"(1, 0)",S
x340,11,"(1, 0)",T
x341,11,"(1, 0)",U
x342,11,"(1, 0)",V
x343,11,"(1, 0)",W
x344,11,"(1, 0)",Y
x345,11,"(1, 0)",Z
x346,11,"(1, 0)",Connected
x347,11,"(1, 0)",Not Connected
x348,12,"(1, 1)",X
x349,12,"(1, 1)",O
x350,12,"(1, 1)", 
x351,12,"(1, 1)",A
x352,12,"(1, 1)",B
x353,12,"(1, 1)",C
x354,12,"(1, 1)",D
x355,12,"(1, 1)",E
x356,12,"(1, 1)",F
x357,12,"(1, 1)",G
x358,12,"(1, 1)",H
x359,12,"(1, 1)",I
x360,12,"(1, 1)",J
x361,12,"(1, 1)",K
x362,12,"(1, 1)",L
x363,12,"(1, 1)",M
x364,12,"(1, 1)",N
x365,12,"(1, 1)",P
x366,12,"(1, 1)",Q
x367,12,"(1, 1)",R
x368,12,"(1, 1)",S
x369,12,"(1, 1)",T
x370,12,"(1, 1)",U
x371,12,"(1, 1)",V
x372,12,"(1, 1)",W
x373,12,"(1, 1)",Y
x374,12,"(1, 1)",Z
x375,12,"(1, 1)",Connected
x376,12,"(1, 1)",Not Connected
x377,13,"(1, 2)",X
x378,13,"(1, 2)",O
x379,13,"(1, 2)", 
x380,13,"(1, 2)",A
x381,13,"(1, 2)",B
x382,13,"(1, 2)",C
x383,13,"(1, 2)",D
x384,13,"(1, 2)",E
x385,13,"(1, 2)",F
x386,13,"(1, 2)",G
x387,13,"(1, 2)",H
x388,13,"(1, 2)",I
x389,13,"(1, 2)",J
x390,13,"(1, 2)",K
x391,13,"(1, 2)",L
x392,13,"(1, 2)",M
x393,13,"(1, 2)",N
x394,13,"(1, 2)",P
x395,13,"(1, 2)",Q
x396,13,"(1, 2)",R
x397,13,"(1, 2)",S
x398,13,"(1, 2)",T
x399,13,"(1, 2)",U
x400,13,"(1, 2)",V
x401,13,"(1, 2)",W
x402,13,"(1, 2)",Y
x403,13,"(1, 2)",Z
x404,13,"(1, 2)",Connected
x405,13,"(1, 2)",Not Connected
x406,14,"(1, 3)",X
x407,14,"(1, 3)",O
x408,14,"(1, 3)", 
x409,14,"(1, 3)",A
x410,14,"(1, 3)",B
x411,14,"(1, 3)",C
x412,14,"(1, 3)",D
x413,14,"(1, 3)",E
x414,14,"(1, 3)",F
x415,14,"(1, 3)",G
x416,14,"(1, 3)",H
x417,14,"(1, 3)",I
x418,14,"(1, 3)",J
x419,14,"(1, 3)",K
x420,14,"(1, 3)",L
x421,14,"(1, 3)",M
x422,14,"(1, 3)",N
x423,14,"(1, 3)",P
x424,14,"(1, 3)",Q
x425,14,"(1, 3)",R
x426,14,"(1, 3)",S
x427,14,"(1, 3)",T
x428,14,"(1, 3)",U
x429,14,"(1, 3)",V
x430,14,"(1, 3)",W
x431,14,"(1, 3)",Y
x432,14,"(1, 3)",Z
x433,14,"(1, 3)",Connected
x434,14,"(1, 3)",Not Connected
x435,15,"(1, 4)",X
x436,15,"(1, 4)",O
x437,15,"(1, 4)", 
x438,15,"(1, 4)",A
x439,15,"(1, 4)",B
x440,15,"(1, 4)",C
x441,15,"(1, 4)",D
x442,15,"(1, 4)",E
x443,15,"(1, 4)",F
x444,15,"(1, 4)",G
x445,15,"(1, 4)",H
x446,15,"(1, 4)",I
x447,15,"(1, 4)",J
x448,15,"(1, 4)",K
x449,15,"(1, 4)",L
x450,15,"(1, 4)",M
x451,15,"(1, 4)",N
x452,15,"(1, 4)",P
x453,15,"(1, 4)",Q
x454,15,"(1, 4)",R
x455,15,"(1, 4)",S
x456,15,"(1, 4)",T
x457,15,"(1, 4)",U
x458,15,"(1, 4)",V
x459,15,"(1, 4)",W
x460,15,"(1, 4)",Y
x461,15,"(1, 4)",Z
x462,15,"(1, 4)",Connected
x463,15,"(1, 4)",Not Connected
x464,16,"(1, 5)",X
x465,16,"(1, 5)",O
x466,16,"(1, 5)", 
x467,16,"(1, 5)",A
x468,16,"(1, 5)",B
x469,16,"(1, 5)",C
x470,16,"(1, 5)",D
x471,16,"(1, 5)",E
x472,16,"(1, 5)",F
x473,16,"(1, 5)",G
x474,16,"(1, 5)",H
x475,16,"(1, 5)",I
x476,16,"(1, 5)",J
x477,16,"(1, 5)",K
x478,16,"(1, 5)",L
x479,16,"(1, 5)",M
x480,16,"(1, 5)",N
x481,16,"(1, 5)",P
x482,16,"(1, 5)",Q
x483,16,"(1, 5)",R
x484,16,"(1, 5)",S
x485,16,"(1, 5)",T
x486,16,"(1, 5)",U
x487,16,"(1, 5)",V
x488,16,"(1, 5)",W
x489,16,"(1, 5)",Y
x490,16,"(1, 5)",Z
x491,16,"(1, 5)",Connected
x492,16,"(1, 5)",Not Connected
x493,17,"(1, 6)",X
x494,17,"(1, 6)",O
x495,17,"(1, 6)", 
x496,17,"(1, 6)",A
x497,17,"(1, 6)",B
x498,17,"(1, 6)",C
x499,17,"(1, 6)",D
x500,17,"(1, 6)",E
x501,17,"(1, 6)",F
x502,17,"(1, 6)",G
x503,17,"(1, 6)",H
x504,17,"(1, 6)",I
x505,17,"(1, 6)",J
x506,17,"(1, 6)",K
x507,17,"(1, 6)",L
x508,17,"(1, 6)",M
x509,17,"(1, 6)",N
x510,17,"(1, 6)",P
x511,17,"(1, 6)",Q
x512,17,"(1, 6)",R
x513,17,"(1, 6)",S
x514,17,"(1, 6)",T
x515,17,"(1, 6)",U
x516,17,"(1, 6)",V
x517,17,"(1, 6)",W
x518,17,"(1, 6)",Y
x519,17,"(1, 6)",Z
x520,17,"(1, 6)",Connected
x521,17,"(1, 6)",Not Connected
x522,18,"(1, 7)",X
x523,18,"(1, 7)",O
x524,18,"(1, 7)", 
x525,18,"(1, 7)",A
x526,18,"(1, 7)",B
x527,18,"(1, 7)",C
x528,18,"(1, 7)",D
x529,18,"(1, 7)",E
x530,18,"(1, 7)",F
x531,18,"(1, 7)",G
x532,18,"(1, 7)",H
x533,18,"(1, 7)",I
x534,18,"(1, 7)",J
x535,18,"(1, 7)",K
x536,18,"(1, 7)",L
x537,18,"(1, 7)",M
x538,18,"(1, 7)",N
x539,18,"(1, 7)",P
x540,18,"(1, 7)",Q
x541,18,"(1, 7)",R
x542,18,"(1, 7)",S
x543,18,"(1, 7)",T
x544,18,"(1, 7)",U
x545,18,"(1, 7)",V
x546,18,"(1, 7)",W
x547,18,"(1, 7)",Y
x548,18,"(1, 7)",Z
x549,18,"(1, 7)",Connected
x550,18,"(1, 7)",Not Connected
x551,19,"(1, 8)",X
x552,19,"(1, 8)",O
x553,19,"(1, 8)", 
x554,19,"(1, 8)",A
x555,19,"(1, 8)",B
x556,19,"(1, 8)",C
x557,19,"(1, 8)",D
x558,19,"(1, 8)",E
x559,19,"(1, 8)",F
x560,19,"(1, 8)",G
x561,19,"(1, 8)",H
x562,19,"(1, 8)",I
x563,19,"(1, 8)",J
x564,19,"(1, 8)",K
x565,19,"(1, 8)",L
x566,19,"(1, 8)",M
x567,19,"(1, 8)",N
x568,19,"(1, 8)",P
x569,19,"(1, 8)",Q
x570,19,"(1, 8)",R
x571,19,"(1, 8)",S
x572,19,"(1, 8)",T
x573,19,"(1, 8)",U
x574,19,"(1, 8)",V
x575,19,"(1, 8)",W
x576,19,"(1, 8)",Y
x577,19,"(1, 8)",Z
x578,19,"(1, 8)",Connected
x579,19,"(1, 8)",Not Connected
x580,20,"(1, 9)",X
x581,20,"(1, 9)",O
x582,20,"(1, 9)", 
x583,20,"(1, 9)",A
x584,20,"(1, 9)",B
x585,20,"(1, 9)",C
x586,20,"(1, 9)",D
x587,20,"(1, 9)",E
x588,20,"(1, 9)",F
x589,20,"(1, 9)",G
x590,20,"(1, 9)",H
x591,20,"(1, 9)",I
x592,20,"(1, 9)",J
x593,20,"(1, 9)",K
x594,20,"(1, 9)",L
x595,20,"(1, 9)",M
x596,20,"(1, 9)",N
x597,20,"(1, 9)",P
x598,20,"(1, 9)",Q
x599,20,"(1, 9)",R
x600,20,"(1, 9)",S
x601,20,"(1, 9)",T
x602,20,"(1, 9)",U
x603,20,"(1, 9)",V
x604,20,"(1, 9)",W
x605,20,"(1, 9)",Y
x606,20,"(1, 9)",Z
x607,20,"(1, 9)",Connected
x608,20,"(1, 9)",Not Connected
x609,21,"(1, 10)",X
x610,21,"(1, 10)",O
x611,21,"(1, 10)", 
x612,21,"(1, 10)",A
x613,21,"(1, 10)",B
x614,21,"(1, 10)",C
x615,21,"(1, 10)",D
x616,21,"(1, 10)",E
x617,21,"(1, 10)",F
x618,21,"(1, 10)",G
x619,21,"(1, 10)",H
x620,21,"(1, 10)",I
x621,21,"(1, 10)",J
x622,21,"(1, 10)",K
x623,21,"(1, 10)",L
x624,21,"(1, 10)",M
x625,21,"(1, 10)",N
x626,21,"(1, 10)",P
x627,21,"(1, 10)",Q
x628,21,"(1, 10)",R
x629,21,"(1, 10)",S
x630,21,"(1, 10)",T
x631,21,"(1, 10)",U
x632,21,"(1, 10)",V
x633,21,"(1, 10)",W
x634,21,"(1, 10)",Y
x635,21,"(1, 10)",Z
x636,21,"(1, 10)",Connected
x637,21,"(1, 10)",Not Connected
x638,22,"(2, 0)",X
x639,22,"(2, 0)",O
x640,22,"(2, 0)", 
x641,22,"(2, 0)",A
x642,22,"(2, 0)",B
x643,22,"(2, 0)",C
x644,22,"(2, 0)",D
x645,22,"(2, 0)",E
x646,22,"(2, 0)",F
x647,22,"(2, 0)",G
x648,22,"(2, 0)",H
x649,22,"(2, 0)",I
x650,22,"(2, 0)",J
x651,22,"(2, 0)",K
x652,22,"(2, 0)",L
x653,22,"(2, 0)",M
x654,22,"(2, 0)",N
x655,22,"(2, 0)",P
x656,22,"(2, 0)",Q
x657,22,"(2, 0)",R
x658,22,"(2, 0)",S
x659,22,"(2, 0)",T
x660,22,"(2, 0)",U
x661,22,"(2, 0)",V
x662,22,"(2, 0)",W
x663,22,"(2, 0)",Y
x664,22,"(2, 0)",Z
x665,22,"(2, 0)",Connected
x666,22,"(2, 0)",Not Connected
x667,23,"(2, 1)",X
x668,23,"(2, 1)",O
x669,23,"(2, 1)", 
x670,23,"(2, 1)",A
x671,23,"(2, 1)",B
x672,23,"(2, 1)",C
x673,23,"(2, 1)",D
x674,23,"(2, 1)",E
x675,23,"(2, 1)",F
x676,23,"(2, 1)",G
x677,23,"(2, 1)",H
x678,23,"(2, 1)",I
x679,23,"(2, 1)",J
x680,23,"(2, 1)",K
x681,23,"(2, 1)",L
x682,23,"(2, 1)",M
x683,23,"(2, 1)",N
x684,23,"(2, 1)",P
x685,23,"(2, 1)",Q
x686,23,"(2, 1)",R
x687,23,"(2, 1)",S
x688,23,"(2, 1)",T
x689,23,"(2, 1)",U
x690,23,"(2, 1)",V
x691,23,"(2, 1)",W
x692,23,"(2, 1)",Y
x693,23,"(2, 1)",Z
x694,23,"(2, 1)",Connected
x695,23,"(2, 1)",Not Connected
x696,24,"(2, 2)",X
x697,24,"(2, 2)",O
x698,24,"(2, 2)", 
x699,24,"(2, 2)",A
x700,24,"(2, 2)",B
x701,24,"(2, 2)",C
x702,24,"(2, 2)",D
x703,24,"(2, 2)",E
x704,24,"(2, 2)",F
x705,24,"(2, 2)",G
x706,24,"(2, 2)",H
x707,24,"(2, 2)",I
x708,24,"(2, 2)",J
x709,24,"(2, 2)",K
x710,24,"(2, 2)",L
x711,24,"(2, 2)",M
x712,24,"(2, 2)",N
x713,24,"(2, 2)",P
x714,24,"(2, 2)",Q
x715,24,"(2, 2)",R
x716,24,"(2, 2)",S
x717,24,"(2, 2)",T
x718,24,"(2, 2)",U
x719,24,"(2, 2)",V
x720,24,"(2, 2)",W
x721,24,"(2, 2)",Y
x722,24,"(2, 2)",Z
x723,24,"(2, 2)",Connected
x724,24,"(2, 2)",Not Connected
x725,25,"(2, 3)",X
x726,25,"(2, 3)",O
x727,25,"(2, 3)", 
x728,25,"(2, 3)",A
x729,25,"(2, 3)",B
x730,25,"(2, 3)",C
x731,25,"(2, 3)",D
x732,25,"(2, 3)",E
x733,25,"(2, 3)",F
x734,25,"(2, 3)",G
x735,25,"(2, 3)",H
x736,25,"(2, 3)",I
x737,25,"(2, 3)",J
x738,25,"(2, 3)",K
x739,25,"(2, 3)",L
x740,25,"(2, 3)",M
x741,25,"(2, 3)",N
x742,25,"(2, 3)",P
x743,25,"(2, 3)",Q
x744,25,"(2, 3)",R
x745,25,"(2, 3)",S
x746,25,"(2, 3)",T
x747,25,"(2, 3)",U
x748,25,"(2, 3)",V
x749,25,"(2, 3)",W
x750,25,"(2, 3)",Y
x751,25,"(2, 3)",Z
x752,25,"(2, 3)",Connected
x753,25,"(2, 3)",Not Connected
x754,26,"(2, 4)",X
x755,26,"(2, 4)",O
x756,26,"(2, 4)", 
x757,26,"(2, 4)",A
x758,26,"(2, 4)",B
x759,26,"(2, 4)",C
x760,26,"(2, 4)",D
x761,26,"(2, 4)",E
x762,26,"(2, 4)",F
x763,26,"(2, 4)",G
x764,26,"(2, 4)",H
x765,26,"(2, 4)",I
x766,26,"(2, 4)",J
x767,26,"(2, 4)",K
x768,26,"(2, 4)",L
x769,26,"(2, 4)",M
x770,26,"(2, 4)",N
x771,26,"(2, 4)",P
x772,26,"(2, 4)",Q
x773,26,"(2, 4)",R
x774,26,"(2, 4)",S
x775,26,"(2, 4)",T
x776,26,"(2, 4)",U
x777,26,"(2, 4)",V
x778,26,"(2, 4)",W
x779,26,"(2, 4)",Y
x780,26,"(2, 4)",Z
x781,26,"(2, 4)",Connected
x782,26,"(2, 4)",Not Connected
x783,27,"(2, 5)",X
x784,27,"(2, 5)",O
x785,27,"(2, 5)", 
x786,27,"(2, 5)",A
x787,27,"(2, 5)",B
x788,27,"(2, 5)",C
x789,27,"(2, 5)",D
x790,27,"(2, 5)",E
x791,27,"(2, 5)",F
x792,27,"(2, 5)",G
x793,27,"(2, 5)",H
x794,27,"(2, 5)",I
x795,27,"(2, 5)",J
x796,27,"(2, 5)",K
x797,27,"(2, 5)",L
x798,27,"(2, 5)",M
x799,27,"(2, 5)",N
x800,27,"(2, 5)",P
x801,27,"(2, 5)",Q
x802,27,"(2, 5)",R
x803,27,"(2, 5)",S
x804,27,"(2, 5)",T
x805,27,"(2, 5)",U
x806,27,"(2, 5)",V
x807,27,"(2, 5)",W
x808,27,"(2, 5)",Y
x809,27,"(2, 5)",Z
x810,27,"(2, 5)",Connected
x811,27,"(2, 5)",Not Connected
x812,28,"(2, 6)",X
x813,28,"(2, 6)",O
x814,28,"(2, 6)", 
x815,28,"(2, 6)",A
x816,28,"(2, 6)",B
x817,28,"(2, 6)",C
x818,28,"(2, 6)",D
x819,28,"(2, 6)",E
x820,28,"(2, 6)",F
x821,28,"(2, 6)",G
x822,28,"(2, 6)",H
x823,28,"(2, 6)",I
x824,28,"(2, 6)",J
x825,28,"(2, 6)",K
x826,28,"(2, 6)",L
x827,28,"(2, 6)",M
x828,28,"(2, 6)",N
x829,28,"(2, 6)",P
x830,28,"(2, 6)",Q
x831,28,"(2, 6)",R
x832,28,"(2, 6)",S
x833,28,"(2, 6)",T
x834,28,"(2, 6)",U
x835,28,"(2, 6)",V
x836,28,"(2, 6)",W
x837,28,"(2, 6)",Y
x838,28,"(2, 6)",Z
x839,28,"(2, 6)",Connected
x840,28,"(2, 6)",Not Connected
x841,29,"(2, 7)",X
x842,29,"(2, 7)",O
x843,29,"(2, 7)", 
x844,29,"(2, 7)",A
x845,29,"(2, 7)",B
x846,29,"(2, 7)",C
x847,29,"(2, 7)",D
x848,29,"(2, 7)",E
x849,29,"(2, 7)",F
x850,29,"(2, 7)",G
x851,29,"(2, 7)",H
x852,29,"(2, 7)",I
x853,29,"(2, 7)",J
x854,29,"(2, 7)",K
x855,29,"(2, 7)",L
x856,29,"(2, 7)",M
x857,29,"(2, 7)",N
x858,29,"(2, 7)",P
x859,29,"(2, 7)",Q
x860,29,"(2, 7)",R
x861,29,"(2, 7)",S
x862,29,"(2, 7)",T
x863,29,"(2, 7)",U
x864,29,"(2, 7)",V
x865,29,"(2, 7)",W
x866,29,"(2, 7)",Y
x867,29,"(2, 7)",Z
x868,29,"(2, 7)",Connected
x869,29,"(2, 7)",Not Connected
x870,30,"(2, 8)",X
x871,30,"(2, 8)",O
x872,30,"(2, 8)", 
x873,30,"(2, 8)",A
x874,30,"(2, 8)",B
x875,30,"(2, 8)",C
x876,30,"(2, 8)",D
x877,30,"(2, 8)",E
x878,30,"(2, 8)",F
x879,30,"(2, 8)",G
x880,30,"(2, 8)",H
x881,30,"(2, 8)",I
x882,30,"(2, 8)",J
x883,30,"(2, 8)",K
x884,30,"(2, 8)",L
x885,30,"(2, 8)",M
x886,30,"(2, 8)",N
x887,30,"(2, 8)",P
x888,30,"(2, 8)",Q
x889,30,"(2, 8)",R
x890,30,"(2, 8)",S
x891,30,"(2, 8)",T
x892,30,"(2, 8)",U
x893,30,"(2, 8)",V
x894,30,"(2, 8)",W
x895,30,"(2, 8)",Y
x896,30,"(2, 8)",Z
x897,30,"(2, 8)",Connected
x898,30,"(2, 8)",Not Connected
x899,31,"(2, 9)",X
x900,31,"(2, 9)",O
x901,31,"(2, 9)", 
x902,31,"(2, 9)",A
x903,31,"(2, 9)",B
x904,31,"(2, 9)",C
x905,31,"(2, 9)",D
x906,31,"(2, 9)",E
x907,31,"(2, 9)",F
x908,31,"(2, 9)",G
x909,31,"(2, 9)",H
x910,31,"(2, 9)",I
x911,31,"(2, 9)",J
